feature,importance
trend_strength,0.3181818494955197
rolling_std_7,0.2500805489780955
momentum,0.18860664982851422
day_of_week,0.1374628330633446
lag_7,0.042923014495033655
lag_1,0.020573835681577432
lag_3,0.01773605873717251
ma_7,0.011863709776884506
ma_14,0.011449096981535107
weight,0.00112240296232284
