feature,importance
trend_strength,0.3197462483083004
rolling_std_7,0.25904454111344594
momentum,0.19236328888364856
day_of_week,0.13046301187748366
lag_7,0.04154508450808518
lag_1,0.018442251212218926
lag_3,0.01408518580939595
ma_7,0.013080766078025753
ma_14,0.00998826548204242
weight,0.0012413567273531555
