feature,importance
lag_3,0.3615209386380379
momentum,0.3498281420131005
trend_strength,0.06512776224240374
lag_1,0.05677816624976383
day_of_week,0.05074977575379374
rolling_std_7,0.04337833456236575
ma_7,0.036305912249179215
lag_7,0.03034011021399235
weight,0.0041815272363599585
ma_14,0.0017893308410029617
