feature,importance
lag_3,0.35788123882979445
momentum,0.3451415049835235
trend_strength,0.06631154946048388
day_of_week,0.054410517063214016
lag_1,0.0508736772598927
rolling_std_7,0.044842307152895326
ma_7,0.03919958586573002
lag_7,0.03524478785920183
weight,0.003767081523346684
ma_14,0.002327750001917615
